ACT EPS,ESZ EPS Est,ID,symbol,fiscalDate,Actual EPS vs ESZ,ESZ EPS Dif,ESZ EPS % Dif,close,Per1d,Per2d,Per3d,Per5d,shortName,refSectorShort,mktCap,Earnings Surprise %
2.18,2.16713944500607,154990,AAPL,2019 Q3,Beat,0.01286055499393024,0.005899337153179009,208.78,2.0404253280965623,-0.16764057859948167,-2.279911868952955,-5.642302902576879,SPX 100,E Technology,Mega Cap,0.5934345860191852
3.03,2.88948819257048,156960,AAPL,2019 Q4,Beat,0.14051180742951974,0.04637353380512203,243.26,2.260955356408778,5.163199868453505,5.853818959138368,5.746937433199051,setup,E Technology,Mega Cap,4.8628614503705885
3.03,2.88948819257048,156960,AAPL,2019 Q4,Beat,0.14051180742951974,0.04637353380512203,243.26,2.260955356408778,5.163199868453505,5.853818959138368,5.746937433199051,SPX 100,E Technology,Mega Cap,4.8628614503705885
1.87,1.79812138921772,133964,ABBV,2018 Q1,Beat,0.0718786107822802,0.03843775977662042,97.44,1.3238916256157696,-0.9133825944170781,4.751642036124792,2.9146141215106836,SPX 100,Health Tech,Large Cap,3.997428161040411
2.0,1.99767434154242,136120,ABBV,2018 Q2,Beat,0.0023256584575799266,0.0011628292287899633,90.56,0.982773851590113,1.8440812720847966,3.6992049469964705,6.592314487632511,SPX 100,Health Tech,Large Cap,0.1164182974780698
2.14,2.03106440328617,146763,ABBV,2018 Q3,Beat,0.10893559671383013,0.05090448444571501,79.56,3.7958773252890765,5.153343388637488,9.301156359979878,11.601307189542487,SPX 100,Health Tech,Large Cap,5.363473287089137
1.9,1.97030453579173,148912,ABBV,2018 Q4,Miss,0.07030453579173002,0.037002387258805274,80.54,-4.221504842314383,-3.8117705487956344,-1.8375962254780331,-0.049664762850765154,SPX 100,Health Tech,Large Cap,-3.568206564752157
2.14,2.07068124967922,151422,ABBV,2019 Q1,Beat,0.06931875032078016,0.03239193940223372,79.34,0.45374338290899985,1.2099823544239996,0.06301991429291665,-1.0965465086967496,SPX 100,Health Tech,Large Cap,3.3476301739593524
2.26,2.23074776609087,154011,ABBV,2019 Q2,Beat,0.0292522339091299,0.012943466331473408,67.76,-0.8559622195985828,-0.8559622195985828,-1.6824085005903155,-3.556670602125167,SPX 100,Health Tech,Large Cap,1.3113196549509982
2.33,2.31151253113534,156102,ABBV,2019 Q3,Beat,0.018487468864659906,0.007934535993416269,81.75,1.5168195718654465,0.11009174311926717,0.4036697247706389,4.232415902140674,SPX 100,Health Tech,Large Cap,0.7997996383597133
0.59,0.593187882802151,135284,ABT,2018 Q1,Miss,0.0031878828021509875,0.00540319119008642,59.52,0.6048387096774244,-0.5544354838709742,-1.1424731182795744,-1.4616935483870996,SPX 100,Health Tech,Large Cap,-0.5374153610643221
0.73,0.726050899524974,136020,ABT,2018 Q2,Beat,0.003949100475025946,0.005409726678117735,64.75,-1.4980694980694986,-2.208494208494205,-2.393822393822387,0.7413127413127496,SPX 100,Health Tech,Large Cap,0.5439150998379981
0.75,0.758745861223227,146616,ABT,2018 Q3,Miss,0.008745861223226958,0.011661148297635945,70.23,-2.975936209597041,-3.7590773173857284,-2.4348568987612285,-4.684607717499656,SPX 100,Health Tech,Large Cap,-1.1526733350646747
0.81,0.820588636995963,148982,ABT,2018 Q4,Miss,0.010588636995962908,0.013072391353040625,69.91,1.3588900014304128,1.7737090544986511,-1.230153053926475,2.53182663424405,SPX 100,Health Tech,Large Cap,-1.2903709018840583
0.63,0.630487177397617,151364,ABT,2019 Q1,Miss,0.0004871773976169447,0.0007732974565348328,72.88,1.4270032930845389,2.236553238199801,4.418221734357841,7.176180021953904,SPX 100,Health Tech,Large Cap,-0.07726999296445741
0.82,0.810351768473526,153646,ABT,2019 Q2,Beat,0.009648231526473983,0.011766136007895101,85.76,2.332089552238803,2.0172574626865503,2.6935634328357994,3.299906716417911,SPX 100,Health Tech,Large Cap,1.1906226285713584
0.84,0.847608690028871,155778,ABT,2019 Q3,Miss,0.00760869002887099,0.009057964320084513,81.78,0.7336757153338258,1.2350207874786134,-0.15896307165566004,-0.6236243580337586,SPX 100,Health Tech,Large Cap,-0.8976654107465352
1.58,1.52347659795406,135070,ACN,2018 Q2,Beat,0.056523402045939974,0.03577430509236707,150.23,-1.9170605072222568,1.7439925447646942,-0.9119350329494624,2.1766624509086174,SPX 100,Tech Services,Large Cap,3.7101588643926395
1.79,1.73207998112326,135766,ACN,2018 Q3,Beat,0.05792001887674014,0.03235755244510623,164.5,-0.553191489361704,-0.7720364741641395,-0.7051671732522746,0.006079027355609945,SPX 100,Tech Services,Large Cap,3.3439575255167377
1.58,1.59250426282637,137892,ACN,2018 Q4,Miss,0.01250426282636985,0.007914090396436613,170.05,0.0882093501911152,2.034695677741838,1.8229932372831437,1.0643928256395263,SPX 100,Tech Services,Large Cap,-0.7851949359417937
1.96,1.87259438517116,148763,ACN,2019 Q1,Beat,0.08740561482884002,0.04459470144328572,143.5,-4.390243902439028,-6.850174216027883,-3.1289198606271884,-2.5644599303135895,SPX 100,Tech Services,Large Cap,4.667621323709722
1.73,1.60579004349728,151137,ACN,2019 Q2,Beat,0.12420995650271993,0.07179766271833522,175.12,0.5139333028780335,0.6852444038373706,0.1427592507994513,1.1649154865235323,SPX 100,Tech Services,Large Cap,7.735130567393528
1.93,1.92096389815969,153449,ACN,2019 Q3,Beat,0.009036101840310007,0.004681918051974097,183.0,0.9672131147540952,2.1147540983606605,3.0601092896174853,4.58469945355191,SPX 100,Tech Services,Large Cap,0.47039415206952706
1.74,1.73137759525789,155644,ACN,2019 Q4,Beat,0.008622404742109957,0.004955405024201125,192.12,-0.3851759317093584,0.11971684363938362,-1.3012700395586108,-3.284405579845928,SPX 100,Tech Services,Large Cap,0.4980083354275844
2.09,2.04134036891443,157810,ACN,2020 Q1,Beat,0.04865963108556981,0.023282120136636275,208.3,1.344215074411892,1.2145943350936106,1.5890542486797887,1.8819011041766531,SPX 100,Tech Services,Large Cap,2.3837098323513115
1.55,1.47156984560002,133619,ADBE,2018 Q1,Beat,0.07843015439998013,0.05060009961289041,218.87,3.0520400237584067,1.51231324530543,4.97098734408552,0.7538721615570898,SPX 100,Tech Services,Large Cap,5.329692955756437
1.55,1.47156984560002,133619,ADBE,2018 Q1,Beat,0.07843015439998013,0.05060009961289041,218.87,3.0520400237584067,1.51231324530543,4.97098734408552,0.7538721615570898,WT Cloud,Tech Services,Large Cap,5.329692955756437
1.66,1.58995353133155,135751,ADBE,2018 Q2,Beat,0.07004646866844988,0.04219666787256017,258.1,-2.4331654397520497,-0.9337466098411573,-2.4641611778380534,-3.5916311507167786,SPX 100,Tech Services,Large Cap,4.405567036276057
1.66,1.58995353133155,135751,ADBE,2018 Q2,Beat,0.07004646866844988,0.04219666787256017,258.1,-2.4331654397520497,-0.9337466098411573,-2.4641611778380534,-3.5916311507167786,WT Cloud,Tech Services,Large Cap,4.405567036276057
1.73,1.73577133030032,137815,ADBE,2018 Q3,Miss,0.0057713303003199545,0.0033360290753294535,268.52,2.297780426039031,-0.10055116937285336,0.8453746462088629,-0.8118575897512303,SPX 100,Tech Services,Large Cap,-0.3324936988860975
1.73,1.73577133030032,137815,ADBE,2018 Q3,Miss,0.0057713303003199545,0.0033360290753294535,268.52,2.297780426039031,-0.10055116937285336,0.8453746462088629,-0.8118575897512303,WT Cloud,Tech Services,Large Cap,-0.3324936988860975
1.9,1.91367559357855,148736,ADBE,2018 Q4,Miss,0.013675593578550194,0.0071976808308158915,248.08,-7.28797162205741,-10.762657207352477,-8.827797484682364,-11.863108674621092,SPX 100,Tech Services,Large Cap,-0.7146244444167781
1.9,1.91367559357855,148736,ADBE,2018 Q4,Miss,0.013675593578550194,0.0071976808308158915,248.08,-7.28797162205741,-10.762657207352477,-8.827797484682364,-11.863108674621092,WT Cloud,Tech Services,Large Cap,-0.7146244444167781
1.71,1.65401937756171,151092,ADBE,2019 Q1,Beat,0.05598062243828994,0.032737206104263124,267.69,-3.959804251186083,-3.709514737196018,-2.7158280100115784,-1.311218200156894,SPX 100,Tech Services,Large Cap,3.384520350711632
1.71,1.65401937756171,151092,ADBE,2019 Q1,Beat,0.05598062243828994,0.032737206104263124,267.69,-3.959804251186083,-3.709514737196018,-2.7158280100115784,-1.311218200156894,WT Cloud,Tech Services,Large Cap,3.384520350711632
1.83,1.82524170373958,153453,ADBE,2019 Q2,Beat,0.004758296260420014,0.0026001618909398984,276.78,5.213526988944284,9.151672808728971,8.147264975793057,4.042922176457853,SPX 100,Tech Services,Large Cap,0.260694035791049
1.83,1.82524170373958,153453,ADBE,2019 Q2,Beat,0.004758296260420014,0.0026001618909398984,276.78,5.213526988944284,9.151672808728971,8.147264975793057,4.042922176457853,WT Cloud,Tech Services,Large Cap,0.260694035791049
2.05,2.002255400331,155604,ADBE,2019 Q3,Beat,0.04774459966900002,0.023290048619024402,284.69,-1.7457585443815926,-1.2048192771084376,-2.3815378130598086,-4.292388211739073,SPX 100,Tech Services,Large Cap,2.38454093624156
2.05,2.002255400331,155604,ADBE,2019 Q3,Beat,0.04774459966900002,0.023290048619024402,284.69,-1.7457585443815926,-1.2048192771084376,-2.3815378130598086,-4.292388211739073,WT Cloud,Tech Services,Large Cap,2.38454093624156
2.29,2.29066007164353,157782,ADBE,2019 Q4,Miss,0.0006600716435301024,0.00028824089237122373,305.96,3.9155445156229707,5.520329454830719,6.020394822852659,7.0760883775657035,SPX 100,Tech Services,Large Cap,-0.02881578335001519
2.29,2.29066007164353,157782,ADBE,2019 Q4,Miss,0.0006600716435301024,0.00028824089237122373,305.96,3.9155445156229707,5.520329454830719,6.020394822852659,7.0760883775657035,WT Cloud,Tech Services,Large Cap,-0.02881578335001519
3.74,3.40315169188794,135534,AGN,2018 Q1,Beat,0.3368483081120601,0.09006639254333158,153.65,-0.4620891636836988,-1.6791409046534422,-3.9375203384315105,-4.269443540514162,SPX 100,Health Tech,Large Cap,9.898127929912798
4.42,4.20174360754597,137542,AGN,2018 Q2,Beat,0.2182563924540295,0.0493792743108664,177.59,0.5799876119150893,3.6038065206374315,3.660115997522384,3.767104003603805,SPX 100,Health Tech,Large Cap,5.194424335222639
4.25,4.07297495679144,148022,AGN,2018 Q3,Beat,0.17702504320855983,0.041652951343190546,160.67,-1.6555673118814895,2.358872222568009,1.4812970685255555,2.8256675172714463,SPX 100,Health Tech,Large Cap,4.3463327196103
4.29,4.20970536173686,149615,AGN,2018 Q4,Beat,0.08029463826314043,0.01871669889583693,145.12,-0.8475744211686953,-0.7855567805953756,-0.7235391400220559,-4.899393605292179,SPX 100,Health Tech,Large Cap,1.9073695511557631
3.79,3.60754696657389,152860,AGN,2019 Q1,Beat,0.18245303342611008,0.04814064206493669,141.36,-0.9267119411431768,-0.7781550650820757,-0.8488964346349825,-3.8200339558573937,SPX 100,Health Tech,Large Cap,5.057537299351833
4.38,4.38378354316229,154593,AGN,2019 Q2,Miss,0.003783543162289682,0.0008638226397921649,159.49,-0.40754906263715807,0.2257194808451768,0.2194494952661552,0.2821493510564821,SPX 100,Health Tech,Large Cap,-0.08630770942582584
4.25,4.36158656592821,156849,AGN,2019 Q3,Miss,0.11158656592821004,0.026255662571343538,178.41,0.07847093772770375,0.15133680847487785,1.6086542234179824,1.9897987780953974,SPX 100,Health Tech,Large Cap,-2.5583939293994677
0.08,,172078,ALTR,2018 Q1,,,,31.27,7.291333546530221,12.440038375439698,15.637991685321385,13.751199232491217,Gilead,Tech Services,Mid Cap,
0.05,,172077,ALTR,2018 Q2,,,,36.54,4.10509031198687,7.909140667761361,8.538587848932666,8.976464148877938,Gilead,Tech Services,Mid Cap,
0.07,0.069081354448116,172076,ALTR,2018 Q3,Beat,0.0009186455518840064,0.013123507884057233,33.62,-4.461629982153481,-3.9262343842950687,-2.944675788221285,-0.743604997025582,Gilead,Tech Services,Mid Cap,1.3298024614933703
0.05,0.107352091129471,172075,ALTR,2018 Q4,Miss,0.057352091129471,1.14704182258942,35.46,2.876480541455151,1.8894529046813435,0.4230118443316444,1.8048505358150058,Gilead,Tech Services,Mid Cap,-53.42428873630607
0.26,0.180547529331422,172074,ALTR,2019 Q1,Beat,0.079452470668578,0.3055864256483769,37.17,-3.1746031746031744,-8.393866020984674,-7.559860102232985,-2.044659671778326,Gilead,Tech Services,Mid Cap,44.0064015070132
0.06,0.088579162004954,172073,ALTR,2019 Q2,Miss,0.028579162004954,0.47631936674923336,41.99,-16.503929507025482,-19.00452488687784,-17.099309359371272,-19.028340080971663,Gilead,Tech Services,Mid Cap,-32.263978748586084
-0.09,0.0499643134095369,172101,ALTR,2019 Q3,Miss,0.1399643134095369,1.5551590378837434,37.47,-19.935948759007204,-22.9516946890846,-23.7256471844142,-24.259407526020816,Gilead,Tech Services,Mid Cap,-280.12856348551634
3.47,3.25376733342525,133942,AMGN,2018 Q1,Beat,0.21623266657475027,0.06231488950280987,171.94,1.6808188903105759,1.9948819355589231,3.2104222403164018,-1.5470512969640526,SPX 100,Health Tech,Large Cap,6.6456093634427615
3.83,3.5780047540072,136136,AMGN,2018 Q2,Beat,0.2519952459927999,0.06579510339237594,194.05,-0.829683071373366,-1.7624323627930982,1.288327750579743,1.2007214635403107,SPX 100,Health Tech,Large Cap,7.042898579454844
3.69,3.5369732428233,146840,AMGN,2018 Q3,Beat,0.1530267571767001,0.041470665901544745,189.08,1.962132430717145,2.0203088639729083,-1.0683308652422285,0.883224032155705,SPX 100,Health Tech,Large Cap,4.326488968702244
3.42,3.34756998966123,149197,AMGN,2018 Q4,Beat,0.07243001033877006,0.021178365596131597,192.11,-3.7738795481755294,-2.6026755504658827,-2.6234969548696196,-1.9780334183540749,SPX 100,Health Tech,Large Cap,2.1636593278845795
3.56,3.48652737626793,151601,AMGN,2019 Q1,Beat,0.0734726237320702,0.020638377452828708,179.32,-1.7733660495204195,-1.5726076288199775,-1.1209011822440273,-3.039259424492524,SPX 100,Health Tech,Large Cap,2.1073296091745366
3.97,3.62413249175633,154040,AMGN,2019 Q2,Beat,0.3458675082436704,0.08712027915457693,176.45,5.741003117030341,5.412298101445168,6.1037120997449845,4.539529611788051,SPX 100,Health Tech,Large Cap,9.54345651077607
3.66,3.64510805314498,155798,AMGN,2019 Q3,Beat,0.014891946855020155,0.004068837938530097,208.99,0.904349490406231,2.0383750418680346,4.2872864730369775,2.9140150246423246,SPX 100,Health Tech,Large Cap,0.4085461017313729
3.27,1.3469503569908,134078,AMZN,2018 Q1,Beat,1.9230496430092001,0.588088575843792,1517.96,3.600885398824727,3.173337900866957,4.235948246330601,3.5653113389022106,SPX 100,Retail,Mega Cap,142.77063984046555
5.07,2.63914850193548,136275,AMZN,2018 Q2,Beat,2.4308514980645204,0.47945788916459964,1808.0,0.5127212389380631,-1.5918141592920376,-1.6902654867256617,1.456305309734507,SPX 100,Retail,Mega Cap,92.10741632317394
5.75,3.80646409786612,146813,AMZN,2018 Q3,Beat,1.9435359021338798,0.3380062438493704,1782.17,-7.819680501860093,-13.65133517004551,-14.12603735895004,-6.544830178939165,SPX 100,Retail,Mega Cap,51.05882656882049
6.04,5.82079151505413,149289,AMZN,2018 Q4,Beat,0.2192084849458702,0.03629279552083944,1718.73,-5.3818808073403,-4.969948741221719,-3.4862951132522357,-6.071925200584161,SPX 100,Retail,Mega Cap,3.7659566465993186
7.09,4.92349953941994,151511,AMZN,2019 Q1,Beat,2.1665004605800595,0.30557129204232153,1902.25,2.5433039821264325,1.9019582073859898,1.2758575371270897,-0.07517413589170907,SPX 100,Retail,Mega Cap,44.00326319184148
5.22,6.019342856835,153811,AMZN,2019 Q2,Miss,0.7993428568350005,0.1531308154856323,1973.82,-1.5589060805949906,-3.1091994204132,-3.8144309004873755,-6.003586953217621,SPX 100,Retail,Mega Cap,-13.279570143231531
4.23,4.81199865491863,155896,AMZN,2019 Q3,Miss,0.58199865491863,0.13758833449613,1780.78,-1.092218016824087,-0.2077741214523976,-1.0147238850391371,-0.23135929199563643,SPX 100,Retail,Mega Cap,-12.094738520421956
1.66,1.61440631158856,135287,ANET,2018 Q1,Beat,0.04559368841143985,0.027466077356289066,267.85,-8.512226992719807,-5.7830875490013085,-3.195818555161467,-2.6843382490199685,Gilead,E Technology,Large Cap,2.8241767939185087
1.93,1.77176111183593,137194,ANET,2018 Q2,Beat,0.15823888816406995,0.0819890612249067,271.85,-5.263932315615227,-0.19128195696157535,-1.1182637483906688,-0.9233032922567719,Gilead,E Technology,Large Cap,8.931163863287416
2.11,1.9357782459314,147975,ANET,2018 Q3,Beat,0.17422175406859997,0.08256955169127961,240.96,6.9762616201859196,3.3200531208499307,1.7222775564408987,4.6646746347941415,Gilead,E Technology,Large Cap,9.000088436512682
2.25,2.13337288132491,150116,ANET,2018 Q4,Beat,0.11662711867509001,0.05183427496670667,240.78,9.622892266799553,11.961126339396944,12.434587590331425,14.199684359166053,Gilead,E Technology,Large Cap,5.466794843790266
2.31,2.17936778389235,152705,ANET,2019 Q1,Beat,0.13063221610764986,0.056550742903744525,310.85,-10.435901560238058,-12.076564259289047,-14.53434132218112,-13.968151841724307,Gilead,E Technology,Large Cap,5.994041807589757
2.44,2.32254867674094,154958,ANET,2019 Q2,Beat,0.11745132325905994,0.04813578822092621,272.22,-10.322533245169351,-15.160531922709586,-13.3715377268386,-13.860113143780772,Gilead,E Technology,Large Cap,5.057001579138943
2.69,2.5190211948257,156931,ANET,2019 Q3,Beat,0.17097880517429997,0.06356089411684014,244.57,-24.234370527865224,-21.793351596679877,-22.811465020239595,-20.497199165882975,Gilead,E Technology,Large Cap,6.787509590054505
0.12,0.126856154995222,135023,APPF,2018 Q1,Miss,0.006856154995221991,0.05713462496018326,47.95,2.711157455683,9.906152241918665,9.384775808133462,13.034410844629818,WT Cloud,Tech Services,Mid Cap,-5.404668772658471
0.12,0.126856154995222,135023,APPF,2018 Q1,Miss,0.006856154995221991,0.05713462496018326,47.95,2.711157455683,9.906152241918665,9.384775808133462,13.034410844629818,WT Cloud,Tech Services,Mid Cap,-5.404668772658471
0.21,0.197302750460283,137485,APPF,2018 Q2,Beat,0.012697249539716987,0.06046309304627137,61.85,16.73403395311237,22.79708973322554,24.252223120452697,21.907841552142294,WT Cloud,Tech Services,Mid Cap,6.435414361987285
0.21,0.197302750460283,137485,APPF,2018 Q2,Beat,0.012697249539716987,0.06046309304627137,61.85,16.73403395311237,22.79708973322554,24.252223120452697,21.907841552142294,WT Cloud,Tech Services,Mid Cap,6.435414361987285
0.16,0.231187844136238,148068,APPF,2018 Q3,Miss,0.071187844136238,0.44492402585148744,59.81,-9.112188597224547,-4.531014880454776,-1.5716435378699267,-3.343922420999834,WT Cloud,Tech Services,Mid Cap,-30.79220899446915
0.16,0.231187844136238,148068,APPF,2018 Q3,Miss,0.071187844136238,0.44492402585148744,59.81,-9.112188597224547,-4.531014880454776,-1.5716435378699267,-3.343922420999834,WT Cloud,Tech Services,Mid Cap,-30.79220899446915
0.07,0.199313885057904,150633,APPF,2018 Q4,Miss,0.129313885057904,1.8473412151129143,72.28,-9.075816270060876,-5.008301051466524,-5.603209739900383,-8.273381294964032,WT Cloud,Tech Services,Mid Cap,-64.87951655768296
0.07,0.199313885057904,150633,APPF,2018 Q4,Miss,0.129313885057904,1.8473412151129143,72.28,-9.075816270060876,-5.008301051466524,-5.603209739900383,-8.273381294964032,WT Cloud,Tech Services,Mid Cap,-64.87951655768296
0.11,0.139890426717838,152270,APPF,2019 Q1,Miss,0.029890426717837995,0.2717311519803454,97.04,-3.3800494641385015,-2.030090684253927,-1.7312448474855802,-0.5976916735366933,WT Cloud,Tech Services,Mid Cap,-21.36702805126732
0.11,0.139890426717838,152270,APPF,2019 Q1,Miss,0.029890426717837995,0.2717311519803454,97.04,-3.3800494641385015,-2.030090684253927,-1.7312448474855802,-0.5976916735366933,WT Cloud,Tech Services,Mid Cap,-21.36702805126732
0.05,0.124615678060034,155176,APPF,2019 Q2,Miss,0.074615678060034,1.49231356120068,103.18,-5.54371002132198,-6.4256638883504635,-3.8670284938941757,-8.121729017251411,WT Cloud,Tech Services,Mid Cap,-59.87663769248012
0.05,0.124615678060034,155176,APPF,2019 Q2,Miss,0.074615678060034,1.49231356120068,103.18,-5.54371002132198,-6.4256638883504635,-3.8670284938941757,-8.121729017251411,WT Cloud,Tech Services,Mid Cap,-59.87663769248012
0.14,0.0713021575398673,157253,APPF,2019 Q3,Beat,0.06869784246013272,0.49069887471523366,92.13,3.0717464452404197,8.23835884076849,5.535656138065792,4.070335395636593,WT Cloud,Tech Services,Mid Cap,96.34749470480129
0.14,0.0713021575398673,157253,APPF,2019 Q3,Beat,0.06869784246013272,0.49069887471523366,92.13,3.0717464452404197,8.23835884076849,5.535656138065792,4.070335395636593,WT Cloud,Tech Services,Mid Cap,96.34749470480129
1.29,1.19658261184597,140312,APTV,2018 Q1,Beat,0.09341738815403011,0.07241657996436443,90.03,1.210707541930467,2.8434966122403704,3.6099078085082725,4.842830167721868,Gilead,Producers,Large Cap,7.807015347641978
1.4,1.36507743513639,140313,APTV,2018 Q2,Beat,0.034922564863610006,0.024944689188292863,98.07,-2.222902008769234,-1.325583766697258,0.3874783318038144,0.3874783318038144,Gilead,Producers,Large Cap,2.5582845313182374
1.24,1.09646308609421,147668,APTV,2018 Q3,Beat,0.14353691390579004,0.11575557573047585,76.8,0.8333333333333304,3.4635416666666696,-0.911458333333337,2.018229166666674,Gilead,Producers,Large Cap,13.09090253253242
1.34,1.03609456500441,149246,APTV,2018 Q4,Beat,0.3039054349955901,0.22679510074297765,79.13,-1.4027549601920875,-0.6824213319853278,-0.5939593074687166,-3.6774927334765506,Gilead,Producers,Large Cap,29.331824069002483
1.05,0.945420259539267,152154,APTV,2019 Q1,Beat,0.10457974046073304,0.09959975281974574,79.78,0.5013787916771095,-0.1002757583354219,-0.4387064427174625,-2.343945851090501,Gilead,Producers,Large Cap,11.061719844220182
1.33,0.858848500952723,154757,APTV,2019 Q2,Beat,0.47115149904727704,0.3542492474039677,87.65,-4.5864232743867746,-5.019965772960644,-7.598402738163157,-4.71192241871079,Gilead,Producers,Large Cap,54.85851096260021
1.27,1.10122565613532,156866,APTV,2019 Q3,Beat,0.16877434386468004,0.13289318414541734,92.42,-3.1053884440597312,-0.0757411815624387,3.4624540142826232,3.419173339104087,Gilead,Producers,Large Cap,15.326045386281923
1.56,1.5312193670541,135219,ASML,2018 Q1,Beat,0.028780632945900164,0.018449123683269335,206.32,-5.43815432338115,-6.446297014346635,-7.270259790616517,-7.105467235362539,Gilead,Producers,Large Cap,1.8795891408603969
1.59,1.45965840937709,136012,ASML,2018 Q2,Beat,0.13034159062291018,0.081975843159063,217.9,-1.2115649380449844,0.8765488756310225,1.321707205139977,0.49105094079853195,Gilead,Producers,Large Cap,8.929595430381108
1.86,1.92059887942415,146611,ASML,2018 Q3,Miss,0.060598879424149876,0.032580042701155845,185.01,-4.632182044213817,-4.999729744338143,-4.691638289822164,-14.512729041673422,Gilead,Producers,Large Cap,-3.155207475822288
2.13,2.05505879074128,148859,ASML,2018 Q4,Beat,0.07494120925872005,0.035183666318647916,162.12,4.1820873427091065,8.968665186281765,7.420429311621013,9.295583518381445,Gilead,Producers,Large Cap,3.646669846933577
0.94,0.651887310927136,151294,ASML,2019 Q1,Beat,0.2881126890728639,0.3065028607158127,203.36,1.253933910306837,1.057238394964588,0.9490558615263378,1.4014555468135237,Gilead,Producers,Large Cap,44.19670152239969
1.27,1.11994540259312,153597,ASML,2019 Q2,Beat,0.1500545974068801,0.11815322630463,217.67,4.125511094776502,2.733495658565732,4.626269122984339,7.529746864519682,Gilead,Producers,Large Cap,13.398385051578757
1.62,1.65689795686261,155746,ASML,2019 Q3,Miss,0.03689795686260999,0.02277651658185802,254.47,-0.2790112783432219,-0.019648681573469773,2.342122843557193,1.253585884387176,Gilead,Producers,Large Cap,-2.2269299512250873
1.86,1.74650948923003,135068,AXP,2018 Q1,Beat,0.11349051076997019,0.061016403639768915,95.15,7.588018917498696,5.927482921702576,5.738307934839715,3.8150289017341077,SPX 100,Finance,Large Cap,6.4981330745591235
1.84,1.87208444011999,135998,AXP,2018 Q2,Miss,0.03208444011999001,0.017437195717385875,102.98,-2.7286851815886637,-2.748106428432706,-1.7090697222761797,-0.3398718197708428,SPX 100,Finance,Large Cap,-1.7138350937810038
1.88,1.80894222373127,146600,AXP,2018 Q3,Beat,0.07105777626872989,0.03779668950464356,102.84,3.782574873590039,1.6238817580707998,1.4974718008556875,0.7390120575651471,SPX 100,Finance,Large Cap,3.928139624169997
